0.00000000 0.00797809 -0.00618927
0.20000000 0.00109781 -0.01682589
0.40000000 -0.01103078 -0.02263146
0.60000000 -0.02549577 -0.02162267
0.80000000 -0.03874604 -0.01340875
1.00000000 -0.04740047 0.00065654
1.20000000 -0.04906338 0.01771162
1.40000000 -0.04296635 0.03399148
1.60000000 -0.03027280 0.04569615
1.80000000 -0.01393774 0.04994569
2.00000000 0.00189447 0.04559825
2.20000000 0.01285849 0.03370919
2.40000000 0.01549924 0.01746832
2.60000000 0.00828935 0.00156499
2.80000000 -0.00775414 -0.00892285
3.00000000 -0.02907359 -0.00987567
3.20000000 -0.05027460 0.00062459
3.40000000 -0.06542527 0.02151476
3.60000000 -0.06966302 0.04871283
3.80000000 -0.06069450 0.07592867
4.00000000 -0.03974824 0.09620114
4.20000000 -0.01163831 0.10381510
4.40000000 0.01619190 0.09609663
4.60000000 0.03549930 0.07455523
4.80000000 0.03952684 0.04496206
5.00000000 0.02514325 0.01620873
5.20000000 -0.00579848 -0.00187632
5.40000000 -0.04637312 -0.00125397
5.60000000 -0.08594933 0.02177430
5.80000000 -0.11279909 0.06494582
6.00000000 -0.11735798 0.11992801
6.20000000 -0.09528700 0.17394324
6.40000000 -0.04944050 0.21288464
6.60000000 0.00995423 0.22523201
6.80000000 0.06718296 0.20577208
7.00000000 0.10473409 0.15806594
7.20000000 0.10800527 0.09482886
7.40000000 0.06987718 0.03586071
7.60000000 -0.00608500 0.00378297
7.80000000 -0.10480808 0.01844640
8.00000000 -0.20174982 0.09130819
8.20000000 -0.26759197 0.22121034
8.40000000 -0.27468260 0.39276266
8.60000000 -0.20380629 0.57798035
8.80000000 -0.04966758 0.74106761
9.00000000 0.17632627 0.84545858
9.20000000 0.44683329 0.86162204
9.40000000 0.72294197 0.77386815
9.60000000 0.96132884 0.58454554
9.80000000 1.12271420 0.31456422
10.00000000 1.17976995 -0.00000000
10.20000000 1.12271420 -0.31456422
10.40000000 0.96132884 -0.58454554
10.60000000 0.72294197 -0.77386815
10.80000000 0.44683329 -0.86162204
11.00000000 0.17632627 -0.84545858
11.20000000 -0.04966758 -0.74106761
11.40000000 -0.20380629 -0.57798035
11.60000000 -0.27468260 -0.39276266
11.80000000 -0.26759197 -0.22121034
12.00000000 -0.20174982 -0.09130819
12.20000000 -0.10480808 -0.01844640
12.40000000 -0.00608500 -0.00378297
12.60000000 0.06987718 -0.03586071
12.80000000 0.10800527 -0.09482886
13.00000000 0.10473409 -0.15806594
13.20000000 0.06718296 -0.20577208
13.40000000 0.00995423 -0.22523201
13.60000000 -0.04944050 -0.21288464
13.80000000 -0.09528700 -0.17394324
14.00000000 -0.11735798 -0.11992801
14.20000000 -0.11279909 -0.06494582
14.40000000 -0.08594933 -0.02177430
14.60000000 -0.04637312 0.00125397
14.80000000 -0.00579848 0.00187632
15.00000000 0.02514325 -0.01620873
15.20000000 0.03952684 -0.04496206
15.40000000 0.03549930 -0.07455523
15.60000000 0.01619190 -0.09609663
15.80000000 -0.01163831 -0.10381510
16.00000000 -0.03974824 -0.09620114
16.20000000 -0.06069450 -0.07592867
16.40000000 -0.06966302 -0.04871283
16.60000000 -0.06542527 -0.02151476
16.80000000 -0.05027460 -0.00062459
17.00000000 -0.02907359 0.00987567
17.20000000 -0.00775414 0.00892285
17.40000000 0.00828935 -0.00156499
17.60000000 0.01549924 -0.01746832
17.80000000 0.01285849 -0.03370919
18.00000000 0.00189447 -0.04559825
18.20000000 -0.01393774 -0.04994569
18.40000000 -0.03027280 -0.04569615
18.60000000 -0.04296635 -0.03399148
18.80000000 -0.04906338 -0.01771162
19.00000000 -0.04740047 -0.00065654
19.20000000 -0.03874604 0.01340875
19.40000000 -0.02549577 0.02162267
19.60000000 -0.01103078 0.02263146
19.80000000 0.00109781 0.01682589
20.00000000 0.00797809 0.00618927
